order_id,order_date,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,quantity,discount_price,sell_price,profit
448,05/12/2023,Second Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Art,OFF-AR-10000588,3,2.4,57.6,7.6
449,07/12/2023,Second Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Storage,OFF-ST-10001469,3,6.4,153.6,23.6
450,14/03/2022,Second Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Art,OFF-AR-10001953,6,5.2,254.8,44.8
451,21/07/2023,Second Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Art,OFF-AR-10003156,3,1.2,28.8,-1.2
452,04/04/2022,Second Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Art,OFF-AR-10004974,3,0.4,9.6,-0.4
453,16/03/2023,Second Class,Consumer,United States,Auburn,New York,13021,East,Technology,Phones,TEC-PH-10002365,4,1.2,38.8,-1.2
454,05/12/2022,Standard Class,Corporate,United States,Akron,Ohio,44312,East,Furniture,Tables,FUR-TA-10001539,2,11.2,268.8,48.8
455,23/12/2023,Standard Class,Corporate,United States,Akron,Ohio,44312,East,Office Supplies,Storage,OFF-ST-10000142,2,13.4,656.6,86.6
456,08/11/2022,Standard Class,Corporate,United States,Norman,Oklahoma,73071,Central,Technology,Accessories,TEC-AC-10001772,4,3,57,7
457,26/03/2023,Standard Class,Consumer,United States,Concord,California,94521,West,Furniture,Chairs,FUR-CH-10000225,2,2.6,127.4,7.4
458,22/12/2023,Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Furniture,Chairs,FUR-CH-10002331,3,37.5,712.5,42.5
459,24/09/2023,Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Office Supplies,Envelopes,OFF-EN-10001415,2,0.2,9.8,-0.2
460,30/11/2022,Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Appliances,OFF-AP-10002472,4,3,97,17
461,04/02/2023,Standard Class,Consumer,United States,Seattle,Washington,98115,West,Technology,Accessories,TEC-AC-10004571,9,45,855,95
462,01/10/2022,Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Binders,OFF-BI-10001098,3,1,49,-1
463,11/05/2022,Standard Class,Home Office,United States,Phoenix,Arizona,85023,West,Furniture,Furnishings,FUR-FU-10000023,5,0.6,19.4,-0.6
464,05/03/2023,Standard Class,Home Office,United States,Phoenix,Arizona,85023,West,Furniture,Tables,FUR-TA-10001889,6,50.8,1219.2,139.2
465,09/02/2023,Standard Class,Home Office,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,OFF-BI-10000315,5,1.2,28.8,-1.2
466,23/04/2023,Standard Class,Home Office,United States,Phoenix,Arizona,85023,West,Office Supplies,Supplies,OFF-SU-10003505,2,9.5,180.5,0.5
467,14/10/2023,Standard Class,Home Office,United States,Phoenix,Arizona,85023,West,Office Supplies,Appliances,OFF-AP-10002578,2,2.4,77.6,-2.4
468,24/04/2022,Standard Class,Home Office,United States,Park Ridge,Illinois,60068,Central,Furniture,Furnishings,FUR-FU-10002918,7,7.5,242.5,42.5
469,20/04/2023,Standard Class,Corporate,United States,Amarillo,Texas,79109,Central,Furniture,Bookcases,FUR-BO-10002824,2,10.5,199.5,-0.5
470,04/12/2022,Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,OFF-BI-10002194,3,0,0,0
471,20/11/2022,Standard Class,Corporate,United States,Lindenhurst,New York,11757,East,Office Supplies,Paper,OFF-PA-10004071,1,1.8,58.2,8.2
472,25/01/2022,Second Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Storage,OFF-ST-10002743,3,6.8,333.2,43.2
473,27/10/2023,Second Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Bookcases,FUR-BO-10001601,2,11,209,9
474,27/12/2022,Second Class,Consumer,United States,San Francisco,California,94110,West,Technology,Phones,TEC-PH-10002680,4,14,686,76
475,12/12/2023,Second Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Storage,OFF-ST-10001321,6,2.7,87.3,7.3
476,16/07/2022,Second Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Paper,OFF-PA-10001509,7,1.8,58.2,-1.8
477,30/06/2022,Second Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Paper,OFF-PA-10003465,5,3.6,86.4,-3.6
478,06/08/2023,Standard Class,Corporate,United States,Los Angeles,California,90008,West,Technology,Phones,TEC-PH-10000149,6,4,96,6
479,01/02/2022,Standard Class,Consumer,United States,Troy,New York,12180,East,Furniture,Furnishings,FUR-FU-10002671,3,1.6,38.4,8.4
480,03/07/2023,Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Art,OFF-AR-10003045,5,0.4,9.6,-0.4
481,07/08/2023,Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Storage,OFF-ST-10000689,5,35,665,65
482,16/12/2022,Standard Class,Consumer,United States,San Diego,California,92024,West,Technology,Accessories,TEC-AC-10001445,3,0.2,9.8,-0.2
483,03/02/2023,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Art,OFF-AR-10002053,2,0.4,9.6,-0.4
484,10/10/2023,Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Accessories,TEC-AC-10002567,2,6.4,153.6,13.6
485,15/10/2023,First Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Labels,OFF-LA-10003923,2,1.5,28.5,-1.5
486,14/12/2023,First Class,Home Office,United States,Los Angeles,California,90045,West,Furniture,Bookcases,FUR-BO-10001337,5,20.4,489.6,9.6
487,09/03/2023,First Class,Home Office,United States,Los Angeles,California,90045,West,Technology,Phones,TEC-PH-10001924,5,14,266,16
488,28/04/2023,First Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,TEC-PH-10001363,6,109.6,2630.4,330.4
489,22/12/2022,Second Class,Home Office,United States,Huntsville,Texas,77340,Central,Technology,Phones,TEC-PH-10000376,1,0.5,9.5,-0.5
490,06/06/2023,Second Class,Home Office,United States,Huntsville,Texas,77340,Central,Technology,Accessories,TEC-AC-10000303,2,3,57,7
491,08/02/2022,Second Class,Home Office,United States,Huntsville,Texas,77340,Central,Office Supplies,Art,OFF-AR-10001953,2,2.8,67.2,-2.8
492,08/01/2023,Standard Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Storage,OFF-ST-10001809,5,18,432,22
493,03/01/2023,Standard Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Envelopes,OFF-EN-10003845,3,0.5,9.5,-0.5
494,26/06/2023,Standard Class,Consumer,United States,Seattle,Washington,98115,West,Technology,Accessories,TEC-AC-10000991,2,3.6,86.4,6.4
495,09/12/2022,Second Class,Consumer,United States,Memphis,Tennessee,38109,South,Furniture,Tables,FUR-TA-10001857,3,9.5,180.5,0.5
496,13/10/2022,Standard Class,Consumer,United States,Fayetteville,Arkansas,72701,South,Office Supplies,Envelopes,OFF-EN-10001434,2,3.3,106.7,6.7
497,21/05/2022,Standard Class,Consumer,United States,Costa Mesa,California,92627,West,Office Supplies,Binders,OFF-BI-10002498,8,2.4,117.6,7.6
498,28/08/2022,Standard Class,Consumer,United States,Costa Mesa,California,92627,West,Furniture,Furnishings,FUR-FU-10004864,4,5.2,254.8,24.8
499,10/04/2022,Standard Class,Consumer,United States,Costa Mesa,California,92627,West,Furniture,Chairs,FUR-CH-10002602,2,12,228,28
500,28/08/2023,Standard Class,Consumer,United States,Costa Mesa,California,92627,West,Furniture,Furnishings,FUR-FU-10000073,9,3.5,66.5,6.5
501,25/12/2022,Standard Class,Corporate,United States,Parker,Colorado,80134,West,Office Supplies,Binders,OFF-BI-10001670,2,0.8,19.2,-0.8
502,29/04/2023,Standard Class,Corporate,United States,Parker,Colorado,80134,West,Office Supplies,Binders,OFF-BI-10001658,2,0.5,9.5,-0.5
503,06/11/2023,Standard Class,Corporate,United States,Parker,Colorado,80134,West,Furniture,Chairs,FUR-CH-10001215,2,24,776,126
504,28/10/2023,Standard Class,Corporate,United States,Parker,Colorado,80134,West,Office Supplies,Binders,OFF-BI-10000831,3,0,0,0
505,03/08/2022,Standard Class,Corporate,United States,Parker,Colorado,80134,West,Office Supplies,Paper,OFF-PA-10000357,1,1.2,28.8,-1.2
506,27/01/2023,Second Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,OFF-BI-10003274,5,0.6,19.4,-0.6
507,28/07/2022,Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Art,OFF-AR-10001662,1,0,0,0
508,04/03/2023,Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Art,OFF-AR-10003856,3,0.2,9.8,-0.2
509,10/10/2022,Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Storage,OFF-ST-10001228,3,2,48,-2
510,10/12/2023,Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Binders,OFF-BI-10003527,5,190.5,6159.5,949.5
511,30/01/2023,First Class,Consumer,United States,Gladstone,Missouri,64118,Central,Furniture,Furnishings,FUR-FU-10001290,3,2.6,127.4,17.4
512,28/12/2022,First Class,Consumer,United States,Gladstone,Missouri,64118,Central,Technology,Accessories,TEC-AC-10002399,2,0.8,39.2,-0.8
513,28/10/2022,First Class,Consumer,United States,Newark,Ohio,43055,East,Office Supplies,Art,OFF-AR-10002053,3,0.4,9.6,-0.4
514,28/09/2023,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,OFF-AR-10003811,3,0.3,9.7,-0.3
515,19/07/2023,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,OFF-AR-10001246,2,0.3,9.7,-0.3
516,04/01/2022,Standard Class,Home Office,United States,Great Falls,Montana,59405,West,Technology,Copiers,TEC-CO-10003236,5,150,2850,420
517,25/08/2022,Standard Class,Home Office,United States,Great Falls,Montana,59405,West,Office Supplies,Storage,OFF-ST-10004507,3,2,48,8
518,03/09/2022,Standard Class,Home Office,United States,Great Falls,Montana,59405,West,Office Supplies,Paper,OFF-PA-10001667,2,0.3,9.7,-0.3
519,10/11/2022,Standard Class,Home Office,United States,Great Falls,Montana,59405,West,Office Supplies,Storage,OFF-ST-10004459,3,56.5,1073.5,53.5
520,11/04/2022,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Accessories,TEC-AC-10000171,1,0.8,19.2,-0.8
521,24/03/2023,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Storage,OFF-ST-10000736,2,5.2,124.8,4.8
522,24/05/2022,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,OFF-BI-10000285,9,0.3,9.7,-0.3
523,17/12/2023,First Class,Corporate,United States,Detroit,Michigan,48234,Central,Furniture,Tables,FUR-TA-10001857,2,4.2,205.8,25.8
524,01/11/2022,First Class,Consumer,United States,Los Angeles,California,90032,West,Technology,Phones,TEC-PH-10003555,3,3,57,7
525,19/11/2023,First Class,Consumer,United States,Los Angeles,California,90032,West,Technology,Accessories,TEC-AC-10003832,2,2.8,67.2,7.2
526,18/07/2022,Standard Class,Consumer,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Fasteners,OFF-FA-10002815,5,0.8,19.2,-0.8
527,06/01/2023,Standard Class,Home Office,United States,Lakeland,Florida,33801,South,Furniture,Chairs,FUR-CH-10003379,3,13.6,666.4,126.4
528,22/11/2023,Standard Class,Home Office,United States,Lakeland,Florida,33801,South,Furniture,Furnishings,FUR-FU-10001756,3,1,49,-1
529,11/11/2022,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,OFF-ST-10004963,3,2,38,-2
530,29/01/2022,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Supplies,OFF-SU-10002881,1,13.4,656.6,106.6
531,02/01/2023,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Envelopes,OFF-EN-10001335,6,1.5,48.5,-1.5
532,05/12/2022,Second Class,Corporate,United States,Los Angeles,California,90036,West,Furniture,Chairs,FUR-CH-10000595,1,5.7,184.3,34.3
533,14/05/2023,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Furnishings,FUR-FU-10000448,3,1,49,9
534,28/02/2022,Second Class,Consumer,United States,Montgomery,Alabama,36116,South,Technology,Phones,TEC-PH-10000984,5,29.4,950.6,130.6
535,05/06/2023,Second Class,Consumer,United States,Montgomery,Alabama,36116,South,Office Supplies,Binders,OFF-BI-10002557,5,0.4,19.6,-0.4
536,27/08/2022,Standard Class,Consumer,United States,Mesa,Arizona,85204,West,Office Supplies,Storage,OFF-ST-10001325,2,1,19,-1
537,26/10/2022,Second Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,OFF-BI-10002429,7,2,38,8
538,23/08/2022,Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,OFF-BI-10004528,4,0.4,9.6,-0.4
539,21/05/2023,Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Appliances,OFF-AP-10001271,3,6,144,14
540,23/10/2023,Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Furniture,Chairs,FUR-CH-10002647,4,11.2,268.8,38.8
541,04/04/2023,First Class,Consumer,United States,Green Bay,Wisconsin,54302,Central,Technology,Accessories,TEC-AC-10001432,6,18.8,451.2,41.2
542,28/11/2022,First Class,Corporate,United States,Tucson,Arizona,85705,West,Technology,Phones,TEC-PH-10002262,8,15.2,364.8,64.8
543,08/04/2023,Standard Class,Consumer,United States,Springfield,Ohio,45503,East,Office Supplies,Storage,OFF-ST-10001809,9,13,637,37
544,15/12/2023,Standard Class,Consumer,United States,Fort Worth,Texas,76106,Central,Technology,Accessories,TEC-AC-10001465,2,2.4,57.6,7.6
545,30/06/2023,Standard Class,Consumer,United States,Fort Worth,Texas,76106,Central,Technology,Phones,TEC-PH-10002597,1,5,95,-5
546,13/11/2023,Standard Class,Consumer,United States,Fort Worth,Texas,76106,Central,Furniture,Furnishings,FUR-FU-10000723,4,2.1,67.9,7.9
547,26/08/2022,First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Binders,OFF-BI-10000404,6,1.6,38.4,8.4
548,22/09/2022,First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Paper,OFF-PA-10002986,2,0.5,9.5,-0.5
549,21/09/2022,Second Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Storage,OFF-ST-10000604,9,10,240,30
550,05/06/2022,Second Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,OFF-BI-10004738,3,0.5,9.5,-0.5
551,09/01/2023,Second Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Supplies,OFF-SU-10001935,5,0.5,9.5,-0.5
552,21/09/2023,Second Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Chairs,FUR-CH-10002024,2,33.6,1086.4,156.4
553,02/06/2022,First Class,Consumer,United States,Jacksonville,Florida,32216,South,Furniture,Furnishings,FUR-FU-10003039,1,0.9,29.1,9.1
554,01/09/2022,Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Fasteners,OFF-FA-10004248,3,0.4,9.6,-0.4
555,09/03/2023,Second Class,Corporate,United States,Anaheim,California,92804,West,Office Supplies,Storage,OFF-ST-10001780,2,26,1274,74
556,01/07/2023,Second Class,Consumer,United States,Wilmington,North Carolina,28403,South,Office Supplies,Art,OFF-AR-10003560,4,1,19,-1
557,17/11/2022,Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Labels,OFF-LA-10001297,2,0.4,19.6,-0.4
558,25/11/2023,Standard Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Tables,FUR-TA-10004256,4,53.6,1286.4,26.4
559,29/11/2023,Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,OFF-PA-10003441,5,0.9,29.1,-0.9
560,27/11/2022,Second Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Furnishings,FUR-FU-10003347,3,2,38,-2
561,21/06/2022,Second Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Binders,OFF-BI-10000069,7,3.2,76.8,6.8
562,17/03/2023,Second Class,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Appliances,OFF-AP-10003914,5,0.4,9.6,-0.4
563,04/10/2022,Second Class,Consumer,United States,Tampa,Florida,33614,South,Furniture,Furnishings,FUR-FU-10004020,3,0.2,9.8,-0.2
564,14/06/2022,First Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Fasteners,OFF-FA-10003467,2,0,0,0
565,26/01/2022,First Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Labels,OFF-LA-10000634,1,0,0,0
566,06/10/2022,First Class,Consumer,United States,Los Angeles,California,90008,West,Technology,Phones,TEC-PH-10002496,3,14.8,355.2,25.2
567,25/04/2022,Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Paper,OFF-PA-10004530,8,4.5,85.5,15.5
568,01/01/2022,Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Binders,OFF-BI-10001107,7,3.2,76.8,6.8
569,10/06/2023,Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Paper,OFF-PA-10004451,3,0.4,19.6,-0.4
570,25/11/2022,Standard Class,Corporate,United States,Seattle,Washington,98105,West,Furniture,Chairs,FUR-CH-10004997,3,18,432,62
571,01/03/2022,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Labels,OFF-LA-10001297,7,2.1,67.9,7.9
572,29/07/2023,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Fasteners,OFF-FA-10000585,4,0.3,9.7,-0.3
573,25/10/2022,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,OFF-BI-10001922,7,0.6,29.4,-0.6
574,04/07/2023,Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Phones,TEC-PH-10000347,3,0.3,9.7,-0.3
575,02/10/2022,Standard Class,Consumer,United States,Marysville,Washington,98270,West,Office Supplies,Art,OFF-AR-10003394,3,0.5,9.5,-0.5
576,14/07/2023,Second Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Paper,OFF-PA-10004530,14,6.4,153.6,3.6
577,22/04/2023,Second Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Paper,OFF-PA-10001450,4,0.8,19.2,-0.8
578,11/11/2023,Second Class,Consumer,United States,Long Beach,California,90805,West,Office Supplies,Supplies,OFF-SU-10001574,2,0.5,9.5,-0.5
579,08/12/2022,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Storage,OFF-ST-10002974,2,2.1,67.9,-2.1
580,12/06/2023,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,FUR-FU-10001475,1,0.5,9.5,-0.5
581,02/11/2023,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Supplies,OFF-SU-10004498,4,1.5,48.5,-1.5
582,17/08/2022,Standard Class,Consumer,United States,Denver,Colorado,80219,West,Technology,Phones,TEC-PH-10004977,3,23.5,446.5,6.5
583,23/08/2022,Standard Class,Consumer,United States,Denver,Colorado,80219,West,Technology,Phones,TEC-PH-10000586,2,4.4,105.6,15.6
584,10/07/2023,Standard Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Appliances,OFF-AP-10000358,3,1.5,28.5,-1.5
585,22/07/2023,Standard Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Binders,OFF-BI-10002764,7,0.2,9.8,-0.2
586,16/11/2023,Standard Class,Consumer,United States,Denver,Colorado,80219,West,Technology,Phones,TEC-PH-10001254,4,8.2,401.8,41.8
587,16/07/2022,Standard Class,Consumer,United States,Richmond,Kentucky,40475,South,Furniture,Chairs,FUR-CH-10003956,1,2.8,67.2,7.2
588,21/07/2022,Standard Class,Consumer,United States,Richmond,Kentucky,40475,South,Office Supplies,Labels,OFF-LA-10003930,3,11.6,278.4,8.4
589,03/03/2023,Standard Class,Consumer,United States,Salem,Oregon,97301,West,Technology,Phones,TEC-PH-10003800,2,2.4,77.6,-2.4
590,28/04/2023,Standard Class,Consumer,United States,Salem,Oregon,97301,West,Office Supplies,Paper,OFF-PA-10002005,4,0.4,19.6,-0.4
591,04/07/2023,Standard Class,Consumer,United States,Salem,Oregon,97301,West,Office Supplies,Binders,OFF-BI-10002498,3,0.4,19.6,-0.4
592,23/01/2022,Standard Class,Consumer,United States,Salem,Oregon,97301,West,Office Supplies,Paper,OFF-PA-10004101,2,0.5,9.5,-0.5
593,13/05/2023,Standard Class,Consumer,United States,Laredo,Texas,78041,Central,Office Supplies,Art,OFF-AR-10004078,2,0.3,9.7,-0.3
594,05/12/2023,Standard Class,Consumer,United States,Laredo,Texas,78041,Central,Technology,Accessories,TEC-AC-10001266,3,0.9,29.1,9.1
595,07/06/2023,Standard Class,Consumer,United States,San Diego,California,92024,West,Office Supplies,Appliances,OFF-AP-10004708,2,2.4,77.6,7.6
596,26/03/2023,Standard Class,Consumer,United States,San Diego,California,92024,West,Technology,Copiers,TEC-CO-10004115,3,60,1140,40
597,12/06/2022,Standard Class,Consumer,United States,San Diego,California,92024,West,Technology,Phones,TEC-PH-10002398,5,22.5,427.5,37.5
598,23/03/2022,Standard Class,Consumer,United States,San Diego,California,92024,West,Furniture,Furnishings,FUR-FU-10001979,8,6.6,323.4,13.4
599,08/01/2022,First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Supplies,OFF-SU-10004115,2,0.2,9.8,-0.2
600,03/04/2023,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,TEC-PH-10001425,3,2.8,137.2,17.2
601,19/02/2023,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,TEC-PH-10003963,4,19.6,470.4,80.4
602,10/03/2023,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Supplies,OFF-SU-10001574,2,0.4,9.6,-0.4
603,08/06/2022,Standard Class,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Storage,OFF-ST-10001490,1,4.2,135.8,15.8
604,19/07/2023,Standard Class,Consumer,United States,Tampa,Florida,33614,South,Furniture,Furnishings,FUR-FU-10001756,3,2.5,47.5,7.5
605,29/03/2022,Standard Class,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Binders,OFF-BI-10000773,3,0.5,9.5,-0.5
606,25/05/2023,Standard Class,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Binders,OFF-BI-10001543,4,2,38,-2
607,15/11/2023,Standard Class,Consumer,United States,Tampa,Florida,33614,South,Office Supplies,Paper,OFF-PA-10002120,3,2.6,127.4,7.4
608,04/07/2022,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,OFF-BI-10000848,2,0,0,0
609,11/03/2022,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,OFF-AR-10001246,9,0.6,19.4,-0.6
610,07/02/2023,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,TEC-PH-10003092,2,3,57,7
611,08/02/2023,First Class,Corporate,United States,Dallas,Texas,75217,Central,Technology,Phones,TEC-PH-10003012,3,11.1,358.9,18.9
612,28/09/2022,First Class,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Labels,OFF-LA-10004345,4,0.6,19.4,-0.6
613,22/04/2022,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,OFF-PA-10001204,2,0.5,9.5,-0.5
614,29/06/2023,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,TEC-PH-10004667,9,36.5,693.5,3.5
615,11/10/2022,Second Class,Consumer,United States,Grove City,Ohio,43123,East,Technology,Phones,TEC-PH-10000011,10,3.6,116.4,16.4
616,24/06/2022,Second Class,Consumer,United States,Grove City,Ohio,43123,East,Office Supplies,Binders,OFF-BI-10002949,2,0,0,0
617,30/01/2022,Second Class,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,FUR-FU-10003849,2,1.6,38.4,8.4
618,20/03/2023,Second Class,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,FUR-FU-10000010,2,0.4,9.6,-0.4
619,18/11/2023,Second Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,OFF-BI-10002824,9,3.3,106.7,6.7
620,23/09/2023,Second Class,Corporate,United States,New York City,New York,10011,East,Technology,Phones,TEC-PH-10002538,1,1.6,38.4,8.4
621,04/06/2022,Second Class,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,FUR-FU-10000521,3,1.8,88.2,8.2
622,01/01/2023,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,OFF-BI-10002103,5,0.3,9.7,-0.3
623,06/07/2022,Standard Class,Corporate,United States,Dearborn,Michigan,48126,Central,Furniture,Chairs,FUR-CH-10004853,2,9,291,21
624,24/07/2023,Standard Class,Corporate,United States,Dearborn,Michigan,48126,Central,Office Supplies,Appliances,OFF-AP-10000179,5,22.4,537.6,47.6
625,12/12/2022,Standard Class,Corporate,United States,Dearborn,Michigan,48126,Central,Office Supplies,Storage,OFF-ST-10001272,4,10.4,509.6,69.6
626,27/08/2022,Standard Class,Corporate,United States,Dearborn,Michigan,48126,Central,Office Supplies,Art,OFF-AR-10004042,9,4.8,155.2,5.2
627,17/02/2022,Standard Class,Home Office,United States,New York City,New York,10009,East,Furniture,Furnishings,FUR-FU-10000221,7,1.6,38.4,8.4
628,04/01/2023,Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Appliances,OFF-AP-10001563,2,3,97,17
629,02/04/2023,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,OFF-BI-10000605,5,1,19,-1
630,21/04/2022,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Paper,OFF-PA-10002615,3,0.4,9.6,-0.4
631,17/11/2023,Second Class,Consumer,United States,Aurora,Colorado,80013,West,Office Supplies,Storage,OFF-ST-10001963,3,4.8,235.2,35.2
632,24/10/2022,Second Class,Consumer,United States,Aurora,Colorado,80013,West,Technology,Accessories,TEC-AC-10001267,5,4.8,115.2,5.2
633,18/12/2022,Second Class,Consumer,United States,Aurora,Colorado,80013,West,Technology,Phones,TEC-PH-10002103,4,15,285,25
634,18/08/2022,Second Class,Consumer,United States,Miami,Florida,33180,South,Technology,Accessories,TEC-AC-10002857,3,0.4,19.6,-0.4
635,17/02/2022,Second Class,Consumer,United States,Miami,Florida,33180,South,Office Supplies,Labels,OFF-LA-10003930,3,12,228,38
636,21/01/2023,Second Class,Corporate,United States,Warner Robins,Georgia,31088,South,Furniture,Chairs,FUR-CH-10001482,3,7.8,382.2,62.2
637,19/02/2023,Standard Class,Consumer,United States,Aurora,Colorado,80013,West,Office Supplies,Binders,OFF-BI-10001989,3,1,19,-1
638,08/07/2022,Standard Class,Consumer,United States,Aurora,Colorado,80013,West,Office Supplies,Appliances,OFF-AP-10003287,3,2.4,117.6,7.6
639,25/05/2023,Standard Class,Home Office,United States,Vallejo,California,94591,West,Furniture,Furnishings,FUR-FU-10000576,5,21,1029,29
640,18/01/2022,Standard Class,Home Office,United States,Vallejo,California,94591,West,Office Supplies,Binders,OFF-BI-10004728,4,0.6,19.4,-0.6
641,14/02/2023,Standard Class,Corporate,United States,Minneapolis,Minnesota,55407,Central,Furniture,Furnishings,FUR-FU-10000732,3,0.8,19.2,-0.8
